Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell cycle phase]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [ # fill in]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
NCAPD2gfpc272c78	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD2gfpc272c78	Untreated	ENSG00000010292	NCAPD2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0006	cell0006.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD2		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0003	cell0003.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0001	cell0001.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0004	cell0004.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
NCAPD2gfpc272c78	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD2gfpc272c78	Untreated	ENSG00000010292	NCAPD2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0001	cell0001.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD2		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0009	cell0009.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0012	cell0012.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0008	cell0008.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0011	cell0011.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0014	cell0014.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0004	cell0004.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0006	cell0006.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0013	cell0013.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0005	cell0005.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0003	cell0003.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0001	cell0001.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0004_AOt42	cell0004_AOt42.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0009	cell0009.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0007	cell0007.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD3gfpc16	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0008	cell0008.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD3		
NCAPD2gfpc272c78	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD2gfpc272c78	Untreated	ENSG00000010292	NCAPD2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0005	cell0005.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD2		
NCAPD2gfpc272c78	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD2gfpc272c78	Untreated	ENSG00000010292	NCAPD2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0003	cell0003.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD2		
NCAPD2gfpc272c78	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPD2gfpc272c78	Untreated	ENSG00000010292	NCAPD2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0004	cell0004.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPD2		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0010	cell0010.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0002	cell0002.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0018	cell0018.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0017	cell0017.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0012	cell0012.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0008	cell0008.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0011	cell0011.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0021	cell0021.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0014	cell0014.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
SMC4gfpz82z68	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	SMC4gfpz82z68	Untreated	ENSG00000113810	SMC4	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0013	cell0013.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, SMC4		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0002	cell0002.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0005	cell0005.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0001	cell0001.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0009	cell0009.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0007	cell0007.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPHgfpc86	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPHgfpc86	Untreated	ENSG00000121152	NCAPH	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0006	cell0006.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH		
NCAPH2gfpc67	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPH2gfpc67	Untreated	ENSG00000025770	NCAPH2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0002	cell0002.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH2		
NCAPH2gfpc67	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPH2gfpc67	Untreated	ENSG00000025770	NCAPH2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0005	cell0005.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH2		
NCAPH2gfpc67	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPH2gfpc67	Untreated	ENSG00000025770	NCAPH2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0003	cell0003.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH2		
NCAPH2gfpc67	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPH2gfpc67	Untreated	ENSG00000025770	NCAPH2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0004	cell0004.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH2		
NCAPH2gfpc67	Homo sapiens	NCBITaxon	9606	metaphase	GO	GO_0051323	growth protocol	treatment protocol	image acquisition and feature extraction protocol	NCAPH2gfpc67	Untreated	ENSG00000025770	NCAPH2	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	cell0006	cell0006.lsm	condensin_map_walther_jcb_2018/FRAP		raw	Hoechst, NCAPH2		
