Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell cycle phase]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [ # fill in]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0014_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0014_r0001_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa3_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0014_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0014_r0001_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa3_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0010_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0010_r0001_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early2_region3_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0010_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0010_r0001_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early2_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0005_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0005_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0005_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0005_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region4_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0003_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0003_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0003_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0003_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0004_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0004_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0004_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0004_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0012_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0012_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region7_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0012_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0012_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region7_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0001_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0001_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0002_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0002_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0002_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0002_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0005_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0005_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0005_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0005_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region3_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0002_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0002_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0002_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0002_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0007_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0007_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region4_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0007_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0007_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region4_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0005_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0005_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region3_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0005_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0005_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0001_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0001_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0001_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0009_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0009_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region5_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0009_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0009_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region5_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0001_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0001_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0003_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0003_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0012_r0003_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0012_r0003_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa1_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0003_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0003_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0011_r0003_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0011_r0003_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early3_region3_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0014_r0002_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0014_r0002_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa3_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0014_r0002_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0014_r0002_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa3_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0004_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0004_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region2_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0004_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0004_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region2_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0003_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0003_Chr_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region3_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	anaphase	GO	GO_0051322	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0009_r0003_ana_early	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0009_r0003_Cond2-D3_20170831_Samples20170818_NCAPD3-mEGFP_A_ana-early1_region3_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0001_Chr_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region1_Hoechst.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
NCAPD3gfpc16	Homo sapiens	NCBITaxon	9606	prometaphase	GO	GO_0000236	growth protocol	treatment protocol	image acquisition and feature extraction protocol	c0013_r0001_prometa	Untreated	ENSG00000151503	NCAPD3	Gene identifiers and symbols from GRCh38.p10, Ensembl release 89, May 2017.	NCAPD3gfpc16	c0013_r0001_Cond2-D3_20170904_Samples20170818_NCAPD3-mEGFP_C_prometa2_region1_Condensin.tif	condensin_map_walther_jcb_2018/STED_SingleColourCondensin		raw	Hoechst, NCAPD3		
